Abstract_ID,Entities
161,"['Opium Use', 'Homo sapiens', 'Carcinogens', 'International Agency for Research on Cancer', 'Multicenter Study', 'Mental association', 'Risk', 'Malignant neoplasm of lung', 'Case (situation)', 'Cost Control', 'Unconditional', 'Regression Analysis', 'Confidence Intervals', 'Curie', 'Measured', 'Mental association', 'Risk', 'Malignant neoplasm of lung', 'ORALIT', 'Gender', 'Socioeconomic Status', 'Waterpipe', 'Smoking', 'Risk', 'Malignant neoplasm of lung', 'System User -- individual', 'Comparison', 'Curie', 'Response process', 'Cumulative', 'Risk', 'High', 'Small cell carcinoma of lung', 'Histology', 'Curie', 'Malignant neoplasm of lung', 'System User -- individual', 'High', 'Females', 'Curie', 'Males', 'Curie', 'System User -- individual', 'Tobacco', 'Curie', 'Risk', 'Malignant neoplasm of lung', 'Regular', 'System User -- individual', 'Conclusion', 'Carcinogenicity', 'opium', 'Mental association', 'Small cell carcinoma of lung', 'Case (situation)', 'Histology']"
162,"['Indexes', 'Cancellous Bone', 'Townes syndrome', 'Bone Density', 'Associated with', 'Electromagnetic Spectrum', 'Exercise', 'Vitamins', 'Liver', 'Enzymes', 'Biochemical', 'Measurement', 'Mental disorders', 'Quality', 'Life', 'Colicin Plasmids', 'Townes syndrome', 'Vitelliform Macular Dystrophy', 'Data Set']"
163,"['Syndemic', 'Hazardous Substances', 'Alcohol consumption', 'Opioids', 'Obesity', 'Changing', 'Liver diseases', 'Epidemiology', 'Symptom aggravating factors', 'health disparity', 'health disparity', 'Disadvantaged Populations', 'geographic population', 'Light', 'health disparity', 'Source', 'Consequence of', 'Chronic liver disease', 'Improving (qualifier value)', 'Health', 'Outcome Measures', 'Increased', 'Alcohol Use Disorder', 'Woman', 'Minority Groups', 'Poverty', 'Context', 'Increasing (qualifier value)', 'Alcoholic Liver Diseases', 'Non-alcoholic Fatty Liver Disease', 'Fibrosis', 'Hispanic or Latino', 'Woman', 'Age', 'Persons', 'Food Insecurity', 'Access', 'Hepatitis A', 'Average Linkage Cluster Analysis', 'therapeutic aspects', 'Suboptimal', 'Minority Groups', 'Persons', 'Uninsured', 'Mortality Vital Statistics', 'Diagnosis', 'altretamine/cisplatin/cyclophosphamide protocol', 'Data', 'Cohort', 'Autoimmune Diseases', 'Lacking', 'Clinical Research', 'Transitory', 'Epidemiology', 'Review [Publication Type]', 'Gender', 'socioeconomic', 'Vision Disparity', 'Chronic liver disease', 'Social Determinants of Health', 'Social Factors', 'health disparity', 'Chronic liver disease', 'Outcome Measures', 'Potential', 'Solutions', 'Health Policy', 'Health system plans', 'Community', 'Persons', 'Solutions', 'Promotion (action)', 'Gender Equity', 'Improved', 'Health Outcomes']"
164,"['Health Care', 'COVID19 (disease)', 'Pandemics', 'Health', 'Unequal', 'Ethnicity', 'Metal-Organic Frameworks', 'Implementation', 'Nursing interventions', 'Metal-Organic Frameworks', 'Study models', 'Theory', 'Taxonomy', 'Implementation', 'Digital X-ray', 'Nursing interventions']"
165,"['Background', 'Transplantation of liver', 'Standard of Care', 'End Stage Liver Disease', 'Patients', 'Transplantation of liver', 'List', 'Scientific Study', 'Vision Disparity', 'Gender', 'Numerous', 'Socioeconomic Factors', 'Evaluation', 'Recent', 'Vision Disparity', 'Patients', 'Transplantation of liver', 'Specimen', 'SLC5A5 gene', 'Hospitalization', 'Databases', 'United States', 'Body Fluid Discharge', 'SLC5A5 gene', 'Adult', 'Patients', 'Chronic liver disease', 'Transplantation of liver', 'International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)', 'Gender', 'socioeconomic', 'Status', 'Comorbidity', 'Transplantation of liver', 'Test Result', 'Transplantation of liver', 'Clinical Research', 'Menstruation', 'Females', 'Associated with', 'Decreased', 'Transplantation', 'Odds Ratio', 'Analyzers, Physiologic, Middle Ear, Acoustic Reflectometry', 'Confidence Intervals', 'Curie', 'Comparison', 'Caucasian', 'Patients', 'Black Populations', 'Patients', 'Decreased', 'Transplantation', 'Analyzers, Physiologic, Middle Ear, Acoustic Reflectometry', 'Curie', 'American Indian or Alaska Native', 'Analyzers, Physiologic, Middle Ear, Acoustic Reflectometry', 'Curie', 'Hispanic Americans', 'Increased', 'Transplantation of liver', 'Analyzers, Physiologic, Middle Ear, Acoustic Reflectometry', 'Curie', 'Curie', 'Increase', 'Quartile', 'Increment', 'Increase', 'Transplantation', 'High', 'Transplantation', 'Medicare', 'Analyzers, Physiologic, Middle Ear, Acoustic Reflectometry', 'Curie', 'Patients', 'Insurance', 'Transplantation', 'Analyzers, Physiologic, Middle Ear, Acoustic Reflectometry', 'Curie', 'Analysis of substances', 'Race:Type:Point in time:^Patient:Nominal', 'Gender', 'Social', 'Factor', 'Significant', 'Anthropogenic Effects', 'Probability', 'Transplantation of liver', 'Clinical Research', 'Vision Disparity', 'Transplantation of liver', 'Scientific Study', 'Transplantation of liver']"
166,"['Texas', 'Liver carcinoma', 'altretamine/cisplatin/cyclophosphamide protocol', 'Incidence', 'Geographical continent', 'United States', 'Ethnicity', 'Vision Disparity', 'Analysis of substances', 'Social Determinants of Health']"
167,"['Inflammatory Bowel Diseases', 'Inflammatory Bowel Diseases', 'Groups', 'chronic', 'Inflammatory disorder', 'National origin', 'Disease', 'With frequency', 'Chronic disease', 'Patients', 'Inflammatory Bowel Diseases']"
168,"['Serum', 'CA-125 Antigen', 'WFDC2 protein, human', 'Optimum', 'Cytoreductive Surgery', 'Eligible', 'Woman', 'Diagnosis', 'ovarian neoplasm', 'Diagnostic Imaging', 'AST serum measurement', 'Patients', 'Complete', 'Pathological staging', 'Data', 'Version', 'Persons', 'Clinical Research', 'Case (situation)', 'Stage level 3', 'Serum', 'WFDC2 protein, human', 'pmol', 'Optimum', 'Cytoreductive Surgery', 'Operative Surgical Procedures', 'Sensitivity and Specificity', 'AST serum measurement', 'Optimum', 'Cytoreductive Surgery', 'Operative Surgical Procedures', 'Sensitivity and Specificity', 'Negative Predictive Value of Diagnostic Test', 'WFDC2 protein, human', 'Case (situation)', 'Clinical', 'Radiology Specialty', 'findings aspects', 'Evaluation', 'Tumor Markers', 'Prediction', 'Optimum', 'Surgery specialty']"
169,"['Societal Factors', 'Influence', 'Social Determinants of Health', 'Social Determinants of Health', 'Transplantation']"
170,"['Transplantation of liver', 'Child', 'Liver', 'Failure (biologic function)', 'Survival Rate', 'Assessed', 'Success', 'Transplantation of liver', 'Clinical Research', 'Assessed', 'Survival Rate', 'Transplantation of liver', 'Child', 'Analysis of substances', 'year', 'Clinical Study Population Subgroup', 'Analysis of substances', 'TitleStyles', 'Review [Publication Type]', 'Test Result', 'Particle', 'Meta Analysis (statistical procedure)', 'Established', 'Survival Rate', 'Disease regression', 'Relationships', 'Clinical Research', 'Survival Rate', 'year', 'Clinical Research', 'Documented', 'Comprehensive', 'Evidence', 'Policy', 'Decision', 'Sector', 'Fetal Health and Development', 'evaluation/testing', 'treatment options', 'Nursing interventions']"
171,"['Malignant Neoplasms', 'Age', 'Awareness', 'Accurate (qualifier)', 'Malignant Neoplasms', 'Incidence', 'Estimated', 'Malignant Childhood Neoplasm', 'Incidence', 'Iran']"
172,"['Hematoma, Subdural, Chronic', 'SDSL gene', 'Clinical Research', 'Investigates', 'Colicin Plasmids', 'Associated with', 'Result', 'Craniotomy']"
173,"['Hypertensive disease', 'Cardiovascular Diseases', 'Cerebrovascular accident', 'Chronic Kidney Diseases', 'socioeconomic', 'Unequal', 'Colicin Plasmids', 'Statistical Prevalence', 'Awareness', 'therapeutic aspects', 'Control Groups', 'Ataxia Telangiectasia', 'Hypertensive disease', 'Hypertensive disease', 'Iran']"
174,"['Health Services Research', 'Inflammatory Bowel Diseases', 'Inflammatory Bowel Diseases', 'Patients', 'geographic population', 'Northern European', 'Incidence', 'Inflammatory Bowel Diseases', 'Crohn Disease', 'Ulcerative Colitis', 'Increasing (qualifier value)', 'geographic population', 'Comprehensive', 'Examined', 'Epidemiology', 'Presentation', 'Phenotype', 'therapeutic aspects', 'Outcome Measures', 'Social Determinants of Health', 'Pathogenesis', 'Inflammatory Bowel Diseases', 'Black Populations', 'Hispanics', 'Patients', 'United States', 'Improved', 'Health Equity', 'Minority Groups', 'Inflammatory Bowel Diseases', 'Priority', 'Health Services Accessibility', 'Accurate (qualifier)', 'Physical Examination', 'therapeutic aspects', 'Therapeutic procedure', 'Clinical Trials', 'Evaluation', 'Exogenous Factors', 'Increase', 'Disease', 'Incidence']"
175,"['Prophylactic treatment', 'Liver carcinoma', 'altretamine/cisplatin/cyclophosphamide protocol', 'Reduction (chemical)', 'Vision Disparity', 'research', 'Social and Contextual Areas', 'Social Determinants of Health', 'Health', 'Empiric', 'Social and Contextual Areas', 'Colicin Plasmids', 'Neighborhood', 'Social Environment', 'Vision Disparity', 'Clinical Research', 'Contribution', 'Poverty', 'Social Deprivation Index', 'altretamine/cisplatin/cyclophosphamide protocol', 'Vision Disparity', 'Scientific Study', 'findings aspects']"
176,"['Incidence', 'Inflammatory Bowel Diseases', 'Inflammatory Bowel Diseases', 'Increasing (qualifier value)', 'Minority Groups', 'Groups', 'Acre USA Survey', 'Minority Groups', 'Inflammatory Bowel Diseases', 'care activity', 'Outcome Measures', 'History of previous events', 'Health Inequities', 'Social Determinants of Health']"
177,"['Cross-Sectional Studies', 'Potential', 'Colicin Plasmids', 'Mental association', 'Metabolic Syndrome X', 'ETV3 gene', 'Obesity', 'Observation parameter', 'Finding of liver enzyme levels', 'Blood Pressure', 'Sociodemographic Factors', 'Colicin Plasmids', 'Elderly (population group)', 'CD48 gene']"
178,"['Investigates', 'Clinical', 'Electrocardiographic monitors', 'findings aspects', 'colchicine', 'Evaluation', 'Correlation', 'Outcome Measures', 'Toxicity aspects', 'Cessation of life']"
179,"['Filipino Americans', 'Fetal Alcohol Syndrome', 'Asian Americans', 'Subgroup A Nepoviruses', 'United States', 'Case Study', 'Fetal Alcohol Syndrome', 'Practice Experience', 'Metabolic Syndrome X', 'Disease', 'Asian Americans', 'Subgroup A Nepoviruses', 'Hispanic or Latino', 'Caucasian', 'Increased', 'Statistical Prevalence', 'Congenital muscular dystrophy (disorder)', 'Fetal Alcohol Syndrome', 'Science of genetics', 'Life Style', 'Fetal Alcohol Syndrome', 'Asian Americans', 'Groups', 'Body Burden', 'Congenital muscular dystrophy (disorder)', 'Adverse event', 'Social Determinants of Health', 'Health', 'Asian Americans', 'Subgroup A Nepoviruses', 'Scientific Study', 'Fetal Alcohol Syndrome', 'Congenital muscular dystrophy (disorder)', 'Pharmaceutical Preparations', 'manager', 'Congenital muscular dystrophy (disorder)', 'Potential', 'Mechanism (attribute)', 'Reduced', 'Congenital muscular dystrophy (disorder)', 'Burden', 'Fetal Alcohol Syndrome', 'Therapeutic Index, Drug', 'Evaluation procedure', 'Cardiovascular system', 'health disparity', 'Fetal Alcohol Syndrome']"
180,"['Mammography', 'Methods', 'Early', 'Detection', 'Malignant neoplasm of breast', 'BC Original Formula', 'Low Level', 'Clinical Research', 'Investigates', 'Iran']"
181,"['Evidence', 'Mental association', 'Serum', 'carnitine', 'Levels (qualifier value)', 'Changing', 'Left', 'Heart Ventricle', 'Clinical Research', 'Evaluation', 'Mental association', 'Observation parameter']"
182,"['Iran', 'Seroprevalence', 'General Population', 'Seroprevalence', 'COVID19 (disease)', 'Communicable Diseases', 'Iranian (ethnic group)']"
183,"['Evaluation', 'Relative (related person)', 'Alanine Transaminase', 'Aspartate Transaminase', 'Gamma-glutamyl transferase', 'Diabetes Mellitus', 'Cohort Studies']"
184,"['year', 'Seminal', 'Bisexuality', 'Hermaphroditism', 'Female Homosexuality', 'Bisexuality', 'Genderqueer', 'Hermaphroditism', 'Sexual and Gender Disorders', 'Minority Groups', 'US Military enlisted E9', 'Persons', 'Discrimination (process of differentiation)', 'harassment', 'Sexual Orientation', 'United States National Institutes of Health', 'Vision Disparity', 'US Military enlisted E9', 'Community', 'Health Disparate Populations', 'High', 'Sexually Transmitted Diseases', 'Alcohol or Other Drugs use', 'Drug abuse', 'mental health', 'Condition', 'Obesity', 'Eating Disorders', 'Malignant Neoplasms', 'US Military enlisted E9', 'Community', 'Transsexual (finding)', 'Patients', 'Color', 'Practice Experience', 'Discrimination (process of differentiation)', 'Denied (qualifier)', 'Health Care', 'Patients', 'US Military enlisted E9', 'Persons', 'Twice (Numerical Qualifier)', 'Lifetime', 'Injury due to exposure to external cause', 'Emotions', 'Physical Examination', 'Sexual Trauma', 'Comparison', 'Heterosexuality', 'Colicin Plasmids', 'Negative', 'Digestion', 'Health', 'Effect', 'Social Determinants of Health', 'Digestive System Disorders', 'US Military enlisted E9', 'geographic population', 'Solutions', 'Improved', 'Health', 'Community', 'gastrointestinal']"
185,"['Documented', 'Transplantation of liver', 'Recipient', 'Household composition', 'Donor for liver transplant (person)']"
186,"['Report (document)', 'Poisoning', 'Persons', 'utilization qualifier', 'opium', 'Exposure to', 'Investigates', 'Mental association', 'Cohort Studies']"
187,"['Hypertensive disease', 'risk factors', 'Cardiovascular Diseases', 'Etiology aspects', 'Cessation of life', 'Hypertensive disease', 'Scientific Study', 'Report (document)', 'Iran', 'Evaluation', 'evaluation/testing', 'Relative (related person)', 'Alanine Transaminase', 'Aspartate Transaminase', 'Gamma-glutamyl transferase', 'Hypertensive disease']"
188,"['Liver and Intrahepatic Biliary Tract Carcinoma', 'Fatal', 'Condition', 'American Indians', 'geographic population', 'Literature', 'Prophylactic treatment', 'Asian Indian', 'Literature', 'Liver and Intrahepatic Biliary Tract Carcinoma', 'Asian Indian', 'geographic population', 'Arizona', 'Colicin Plasmids', 'Structure', 'Unequal', 'Affecting', 'Groups', 'PubMed', 'Americas Ethnicity', 'Asian Indian', 'Adult', 'Liver diseases', 'Outcome Measures', 'Particle', 'Inclusion', 'Scientific Study', 'Observational Study', 'Secondary Data Analysis', 'Article', 'Methods', 'Purchased Services, Consulting, Business, Management', 'Test Result', 'Empiric', 'Liver and Intrahepatic Biliary Tract Carcinoma', 'Prophylactic treatment', 'therapeutic aspects', 'Nursing interventions', 'geographic population', 'research', 'Evaluation', 'Liver diseases', 'Malignant Neoplasms', 'Reporting', 'Anthropological Culture', 'Relevance', 'Nursing interventions', 'Liver and Intrahepatic Biliary Tract Carcinoma', 'Prophylactic treatment', 'Structure', 'Improved', 'Health Inequities', 'Liver and Intrahepatic Biliary Tract Carcinoma', 'Asian Indian', 'Persons']"
189,"['Clinical Research', 'Mental association', 'Social Determinants of Health', 'Health', 'Social Determinants of Health', 'Transplantation of liver', 'Tumor Necrosis Factor-Beta', 'Liver Cirrhosis', 'Access']"
190,"['Clinical Research', 'Behavior Therapy', 'Questionnaires', 'Measures', 'Iranian (ethnic group)', 'parent', 'Perception', 'Behavior']"
191,"['Cohort Studies', 'Etiology aspects', 'Clinical Trial [Publication Type]', 'Epidemiologic Studies', 'Investigates', 'Health', 'Consequence of', 'Road', 'Traffic', 'trauma qualifier']"
192,"['BaseLine dental cement', 'Data', 'Prospective Tissue Collection', 'Epidemiologic Studies', 'Cohort Studies', 'Proportion', 'Awareness', 'therapeutic aspects', 'Guidelines', 'Report (document)', 'Committee', 'Participant', 'Age', 'year', 'Woman', 'Curie', 'Guidelines', 'Guidelines', 'Participant', 'Newly Diagnosed', 'Guidelines', 'Comparison', 'Adult', 'Diagnosis', 'Hypertensive disease', 'Guidelines', 'Diagnosis', 'Participant', 'Young', 'Literacy', 'Males', 'low', 'Levels (qualifier value)', 'risk factors', 'Free of (attribute)', 'Conventional', 'geographic population', 'Eligible', 'Pharmacologic Actions', 'SEND Implementation Guide', 'Guidelines', 'Burden', 'Health system plans', 'Early Diagnosis', 'Administration occupational activities', 'Hypertensive disease', 'Hypertensive disease', 'Iran']"
193,"['Malignant neoplasm of urinary bladder', 'BC Original Formula', 'Malignant Neoplasms', 'Iran', 'Opium Use', 'risk factors', 'BC Original Formula', 'Assessed', 'Mental association', 'Observation parameter', 'Opium Use', 'Iran', 'Risk', 'BC Original Formula']"
194,"['Organ Transplantation', 'preference', 'therapeutic aspects', 'Terminal illness', 'Patients', 'Terminal illness', 'Transplantation', 'Waiting Lists (patient)', 'Water Scarcity', 'Organ', 'Environmental pool', 'Result', 'Cessation of life', 'Annual', 'United States', 'Patients', 'Unique', 'BARRIER', 'Social Determinants of Health', 'Health', 'Patients', 'Disenfranchised Grief', 'Groups', 'Transplantation', 'Review Literature', 'Vision Disparity', 'Social Determinants of Health', 'research']"
195,"['Serious', 'Completed Suicide', 'Treatment intent', 'Colorectal Carcinoma', 'Decade', 'Effectiveness', 'therapeutic aspects', 'Discover', 'Etiology aspects']"
196,"['Low Back Pain', 'Hypotension', 'Condition', 'geographic population', 'Statistical Prevalence', 'Predictor', 'Hypotension', 'Developing Countries', 'Clinical Research', 'Evaluation', 'Statistical Prevalence', 'Associated with', 'Hypotension', 'Iranian (ethnic group)', 'geographic population']"
197,"['Comprehensive', 'Scientific Study', 'Assessed', 'Burden', 'Anemia', 'Iran', 'Clinical Research', 'Data', 'Epidemiologic Studies', 'Persian language']"
198,"['Humidity', 'Estrus', 'Storage area', 'Condition', 'Substance', 'Homo sapiens', 'Adjudication', 'Aflatoxin M1', 'Microscopy, Atomic Force', 'Levels (qualifier value)', 'Airway Resistance Test', 'Sterilizing Units', 'Clinical Research', 'Evaluation', 'Consumption of goods', 'Geographic Locations', 'Sampling - Surgical action', 'Cold Temperature', 'Seasons', 'Analysis', 'Methods', 'vincristine', 'Assessed', 'Microscopy, Atomic Force', 'Specimen', 'Microscopy, Atomic Force', 'Toxin', 'Mental concentration', 'Sampling - Surgical action', 'ERBB2 gene', 'ERBB2 gene', 'Levels (qualifier value)', 'Toxin', 'Pasteuria', 'Sampling - Surgical action', 'Airway Resistance Test', 'Milk (body substance)', 'Data', 'Assessed', 'Values', 'vincristine', 'geographic population', 'findings aspects', 'Specimen', 'Contaminated', 'Recommendation', 'Calculated', 'Indicators', 'Risk', 'Liver and Intrahepatic Biliary Tract Carcinoma', 'Consumer', 'Milk (body substance)']"
199,"['Global Burden of Disease', 'trauma qualifier', 'risk factors', 'systematic', 'Estimated', 'Incidence', 'Morbidity - disease rate', 'International', 'Reduced', 'Cancer Burden']"
200,"['Liver carcinoma', 'altretamine/cisplatin/cyclophosphamide protocol', 'Cessation of life', 'Patients', 'Liver Cirrhosis', 'Mortality Vital Statistics', 'United States']"
201,"['Patients', 'Non-alcoholic Fatty Liver Disease', 'Non-alcoholic Fatty Liver Disease', 'status - In progress', 'Nonalcoholic Steatohepatitis', 'Nonalcoholic Steatohepatitis', 'Increase', 'Liver Cirrhosis', 'Cancer-Related Death', 'Predictor', 'Nonalcoholic Steatohepatitis', 'Disease Progression', 'Factor', 'Disease Progression', 'Patients', 'Nonalcoholic Steatohepatitis', 'United States', 'Clinical Research', 'Demography', 'Clinical', 'Nonalcoholic Steatohepatitis', 'Diagnosis', 'Comorbidity', 'therapeutic aspects', 'Logistic Models', 'Diagnosis', 'Sociodemographic Factors', 'Clinical Variant', 'Likelihood Ratio Test', 'Patients', 'Gain', 'Ultrasonography', 'Cohort', 'Woman', 'Non-alcoholic Fatty Liver Disease', 'Fibrosis stage:Finding:Point in time:Serum/Plasma:Ordinal', 'Diagnosis', 'Dog Age in Years', 'Diagnosis', 'Obesity', 'Fibrosis stage:Finding:Point in time:Serum/Plasma:Ordinal', 'Diagnosis', 'vitamin E', 'Transplantation of liver', 'Concept Status - Proposed', 'Diagnosis', 'Disease Progression', 'Odds Ratio', 'Curie', 'Nonalcoholic Steatohepatitis', 'Diagnosis', 'Woman', 'Male population group', 'Smoker', 'Non-smoker', 'Obesity', 'Disease Progression', 'Part-time employment (finding)', 'Nonalcoholic Steatohepatitis', 'Status', 'Concept Status - Proposed', 'communicable disease diagnosis (procedure)', 'Duration (temporal concept)', 'Morbid obesity', 'Smoking', 'Factor', 'Fibrosis', 'Disease Progression', 'findings aspects', 'Decision', 'Nonalcoholic Steatohepatitis', 'Administration occupational activities', 'Ultrasonography']"
202,"['Estimated', 'Cancer Burden']"
203,"['Kidney Failure, Chronic', 'Impaired', 'Renal function', 'Permanent', 'Alternative', 'Therapeutic procedure', 'Hemodialysis', 'Peritoneum', 'Physical Dialysis', 'Kidney Transplantation', 'Investigates', 'Survival Rate', 'Patients', 'Kidney Transplantation', 'Colicin Plasmids', 'Iran']"
204,"['Cancer Registry', 'Data', 'Analysis', 'Vision Disparity', 'Liver carcinoma', 'altretamine/cisplatin/cyclophosphamide protocol', 'Incidence', 'Neighborhood', 'Socioeconomic Status', 'Asian Americans', 'Pacific Islander Americans', 'Hispanic or Latino', 'California']"
205,"['Male population group', 'Mobile', 'High risk of', 'Clinical Research', 'Investigates', 'Statistical Prevalence', 'HIV', 'Behavior', 'Reusable Drivers']"
206,"['Statistical Prevalence', 'Relationships', 'Obesity', 'Diabetes Mellitus', 'Non-alcoholic Fatty Liver Disease', 'Non-alcoholic Fatty Liver Disease', 'Chronic liver disease', 'Health', 'Unequal', 'Non-alcoholic Fatty Liver Disease', 'Spatial Distribution', 'Analyzer, device', 'Health', 'Unequal', 'Non-alcoholic Fatty Liver Disease', 'Spatial Distribution', 'Assessed', 'health disparity', 'Outcome Measures', 'Review [Publication Type]', 'Generalized', 'Health', 'Unequal', 'Non-alcoholic Fatty Liver Disease', 'Spatial Distribution', 'Outcome Measures', 'Gender', 'Ethnicity', 'Particle', 'Review [Publication Type]', 'United States', 'Males', 'High', 'Non-alcoholic Fatty Liver Disease', 'Statistical Prevalence', 'Particle', 'Evidence', 'Woman', 'High', 'Burden', 'Advanced phase', 'Liver diseases', 'Complication', 'Particle', 'Hispanic or Latino', 'Non-alcoholic Fatty Liver Disease', 'Statistical Prevalence', 'Outcome Measures', 'Particle', 'Caucasian', 'Complication', 'Ethnicity', 'Particle', 'Patients', 'low', 'Socioeconomic Status', 'High', 'Non-alcoholic Fatty Liver Disease', 'Statistical Prevalence', 'Particle', 'Probability', 'Disease Progression', 'Complication', 'Particle', 'Non-alcoholic Fatty Liver Disease', 'Statistical Prevalence', 'Outcome Measures', 'Unequal', 'Review [Publication Type]', 'Ultrasonography', 'geographic population', 'Evidence', 'Non-alcoholic Fatty Liver Disease', 'Spatial Distribution', 'Outcome Measures', 'Unequal', 'Social', 'Groups', 'research']"
207,"['Pediatric gastroenterologist', 'Genus: Coronavirus', 'Disease', 'Pandemics', 'Knowledge acquisition', 'New', 'Disease', 'manager', 'Spreading (qualifier value)', 'Patients', 'Health Occupations', 'Decision', 'Patients', 'chronic', 'gastrointestinal', 'threat', 'Practice Experience', 'Decreased', 'Numbers', 'Telemedicine', 'Technology', 'Protocols documentation', 'Performed', 'Endoscopy (procedure)', 'Impact food supplement', 'research', 'Occupations', 'Search - action']"
208,"['Social Determinants of Health', 'Hematoma, Subdural', 'Healthy People Programs', 'Social', 'Community', 'Context', 'Health', 'Neighborhood', 'Environment', 'Pediatric brand name', 'geographic population', 'Hematoma, Subdural', 'Healthcare Disparities', 'Pediatric brand name', 'gastroenterology (field)', 'Review [Publication Type]', 'Inflammatory Bowel Diseases', 'Endoscopy (procedure)', 'Bariatric Surgery', 'Transplantation of liver', 'Telemedicine', 'Genus: Coronavirus', 'Disease']"
209,"['Diabetes', 'Comorbidity', 'COVID19 (disease)', 'Clinical', 'Epidemiological Factors', 'Mortality Vital Statistics', 'COVID19 (disease)', 'diabetic', 'Patients', 'Iran', 'Impact food supplement', 'Prescribed', 'Antibiotics, Antineoplastic', 'Patients']"
210,"['Gout Suppressants', 'Class', 'Pharmaceutical Preparations', 'Increased', 'Risk', 'Infections of musculoskeletal system', 'Pharmaceutical Preparations', 'Reversible', 'risk factors', 'COVID19 (disease)', 'Conflict (Psychology)', 'Impact food supplement', 'chronic', 'Visual Suppression', 'COVID19 (disease)', 'Communicable Diseases', 'Risk', 'evaluation/testing', 'Influence', 'Social Determinants of Health', 'Health', 'Validation', 'Discover', 'New', 'risk factors', 'Assessed', 'Mental association', 'Incident', 'COVID19 (disease)', 'Case-Control Studies', 'Patients', 'Testing', 'Academic Medical Centers', 'California', 'Medical service', 'chronic', 'Visual Suppression', 'Manually', 'health records', 'Protocols documentation', 'Mapping (action)', 'Data', 'Patients', 'Zip Code', 'Evidence', 'Mental association', 'chronic', 'Visual Suppression', 'COVID19 (disease)', 'Odds Ratio', 'Curie', 'Medical service', 'Positive', 'Ethnicity', 'Presenile dementia', 'public entity', 'Transportation', 'Monthly (qualifier value)', 'Alcohol Use Disorder', 'Predictor', 'Communicable Diseases', 'findings aspects', 'Databases', 'Medical service', 'Data', 'Communicable Diseases', 'Disease']"
211,"['Colicin Plasmids', 'Affecting', 'Dynamics', 'Surgical lengthening - action', 'Symptoms aspect', 'Virologic Response', 'Virologic Response', 'Clinical', 'Groups', 'Adult', 'immunoglobulin G', 'HIV Infections', 'Assessed', 'COVID19 (disease)', 'History of Medicine', 'month', 'Research Subject', 'Asymptomatic (finding)', 'BaseLine dental cement', 'Research Subject', 'Symptomatic', 'follow-up', 'Research Subject', 'Persisting', 'Symptoms aspect', 'BaseLine dental cement', 'Levels (qualifier value)', 'Folded structure', 'Blood Group (classification)', 'Sustained', 'gastrointestinal', 'gastroenterology (field)', 'Respiratory rate', 'BaseLine dental cement', 'Immunoglobulin M', 'gastroenterology (field)', 'Symptoms aspect', 'Liver Cirrhosis', 'BaseLine dental cement', 'Age', 'Males', 'Lung', 'Involvement with', 'Chest CT', 'Comparison', 'Antibodies']"
212,"['Clinical Research', 'Maternal Deprivation', 'Italy', 'Stage IV Hepatocellular Carcinoma AJCC v7', 'altretamine/cisplatin/cyclophosphamide protocol', 'Diagnosis', 'Chance']"
213,"['Liver carcinoma', 'altretamine/cisplatin/cyclophosphamide protocol', 'Malignant Neoplasms', 'Liver', 'Patients', 'Gender', 'Races (activity)', 'Ethnicity', 'Socioeconomic Status', 'altretamine/cisplatin/cyclophosphamide protocol', 'Etiology aspects', 'Liver Cirrhosis', 'Non-alcoholic Fatty Liver Disease', 'United States', 'Infectious agent', 'Hepatitis B and hepatitis C', 'Patients', 'altretamine/cisplatin/cyclophosphamide protocol', 'Screening for cancer', 'Vulnerable Populations', 'Patients', 'Persons', 'BARRIER', 'Insurance Coverage', 'Health care facility', 'Limited (extensiveness)', 'Screening for cancer', 'Minority Groups', 'Electromagnetic Spectrum', 'altretamine/cisplatin/cyclophosphamide protocol', 'care activity', 'Inadequate (qualifier)', 'Screening for cancer', 'Delayed Diagnosis', 'Health Services Accessibility', 'Improved', 'Multilevel Analysis', 'Colicin Plasmids', 'lead', 'Screening for cancer', 'therapeutic aspects', 'Vision Disparity', 'Health Insurance', 'Access', 'Challenge', 'Patients', 'Lower - spatial qualifier', 'Socioeconomic Status', 'Reduced', 'Health care facility', 'Reduced', 'Morbidity - disease rate', 'Mortality Vital Statistics', 'Patients', 'Community', 'Collaboration', 'Health care facility', 'Attenuation', 'Health Inequities', 'Collaboration', 'Interdisciplinary Studies', 'status - In progress', 'Vision Disparity', 'Vulnerable Populations', 'Health Equity']"
