Abstract,tokenized_abstract
"Blastocystis and tuberculosis are two public health issues that are frequently reported in regions with low level of hygiene. Therefore, the current study aimed to investigate Blastocystis subtype and allele distribution in TB patients.",Blastocystis tuberculosis two public health issues frequently reported regions low level hygiene Therefore current study aimed investigate Blastocystis subtype allele distribution TB patients
"Knee osteoarthritis is one of the most common rheumatologic problems. To investigate risk factors related to the knee osteoarthritis a case-control study was performed using cases diagnosed in the Community Oriented Program for Control of Rheumatic Diseases (COPCORD) study, stage I.",Knee osteoarthritis one common rheumatologic problems investigate risk factors related knee osteoarthritis casecontrol study performed using cases diagnosed Community Oriented Program Control Rheumatic Diseases COPCORD study stage
"The goal of diabetes management is to enhance the performance of the surveillance system to perpetuate optimal blood sugar, blood pressure and cholesterol levels in the normal values. This paper aimed to identify factors associated with therapeutic target achievement in the control of complications in consequence of diabetes.",goal diabetes management enhance performance surveillance system perpetuate optimal blood sugar blood pressure cholesterol levels normal values paper aimed identify factors associated therapeutic target achievement control complications consequence diabetes
"Background The aim of the current study was to evaluate the efficacy of D-penicillamine in the treatment of lead poisoning mainly in the outpatient setting. Methods In a case series study performed during the recent epidemic of lead poisoning in Iran, lead-poisoned patients referring to our outpatient clinic were treated with 250-mg D-penicillamine capsules administered every 6 h for 5 or 10 days based on availability of the medication. They were recommended to re-check blood lead level (BLL) 4 weeks after cessation of the treatment and refer to our clinic again. Results In 63 patients with lead poisoning but without signs and symptoms of lead encephalopathy, median BLL was 106 [84, 131] μg/dL on presentation, which declined to a mean of 52.6 ± 28.8 μg/dL after a median treatment period of 7 [5, 10] days (p < 0.001). There was no statistically significant difference between the 5- and 10-day treatment protocols regarding complications and recovery. Treatment had resulted in a median decrease of 54 μg/dL [33, 90] (range: -20 to 231 μg/dL) in the patients' BLLs (33.9% declined in BLL measurements; range: -29.69% to 99.06%). Conclusions D-penicillamine may be an acceptable substitute treatment in adult lead poisoning. Although our sample size was limited, we could not detect any serious adverse effects in our cases showing that D-penicillamine resulted in acceptable recovery rates. This may be helpful especially in epidemics with limitations in antidote access.",Background aim current study evaluate efficacy Dpenicillamine treatment lead poisoning mainly outpatient setting Methods case series study performed recent epidemic lead poisoning Iran leadpoisoned patients referring outpatient clinic treated 250mg Dpenicillamine capsules administered every 6 h 5 10 days based availability medication recommended recheck blood lead level BLL 4 weeks cessation treatment refer clinic Results 63 patients lead poisoning without signs symptoms lead encephalopathy median BLL 106 84 131 μgdL presentation declined mean 526 288 μgdL median treatment period 7 5 10 days p 0001 statistically significant difference 5 10day treatment protocols regarding complications recovery Treatment resulted median decrease 54 μgdL 33 90 range 20 231 μgdL patients BLLs 339 declined BLL measurements range 2969 9906 Conclusions Dpenicillamine may acceptable substitute treatment adult lead poisoning Although sample size limited could detect serious adverse effects cases showing Dpenicillamine resulted acceptable recovery rates may helpful especially epidemics limitations antidote access
"The prevalence of allergic rhinitis in the world is 10-15%, and it is currently the most common chronic disease among children. There is no comprehensive statistics about the prevalence of allergic rhinitis among Iranian children, therefore, this systematic review and metaanalysis was conducted to evaluate the prevalence of allergic rhinitis among the Iranian children.",prevalence allergic rhinitis world 1015 currently common chronic disease among children comprehensive statistics prevalence allergic rhinitis among Iranian children therefore systematic review metaanalysis conducted evaluate prevalence allergic rhinitis among Iranian children
Colorectal cancer is one of the major causes of death worldwide. Many studies have been done on the biology of its formation as well as its treatment in recent years. One of the factors involved in the formation or treatment of this malignancy can be attributed to the microbial flora in the intestine.,Colorectal cancer one major causes death worldwide Many studies done biology formation well treatment recent years One factors involved formation treatment malignancy attributed microbial flora intestine
"Mortality in Mexico has decreased substantially in the last years; however, there are segments of the population that experience social deprivation.",Mortality Mexico decreased substantially last years however segments population experience social deprivation
"Preterm birth and small for gestational age (SGA) are major contributors to neonatal mortality in India. However, social determinates of preterm births and SGA are poorly characterized. We use population-based data from a health and demographic surveillance system (HDSS) in rural West Bengal, India, to examine risk factors for preterm birth and SGA. HDSS pregnancy cohort data for 2430 pregnant women were used in this analysis. Of 2430 pregnancies, 16% were preterm births and 38.2% were SGA. Results from logistic regression reveal that higher maternal education (≥11 years) was associated with reduced risk of preterm births and SGA. Greater wealth quintile was also associated with decreased risk of preterm births and SGA (p-value for trend: <0.05). In light of the findings, ensuring effective coverage of preterm and SGA interventions among women of low socioeconomic status will be essential to mitigate the large burden of preterm births and SGA.",Preterm birth small gestational age SGA major contributors neonatal mortality India However social determinates preterm births SGA poorly characterized use populationbased data health demographic surveillance system HDSS rural West Bengal India examine risk factors preterm birth SGA HDSS pregnancy cohort data 2430 pregnant women used analysis 2430 pregnancies 16 preterm births 382 SGA Results logistic regression reveal higher maternal education 11 years associated reduced risk preterm births SGA Greater wealth quintile also associated decreased risk preterm births SGA pvalue trend 005 light findings ensuring effective coverage preterm SGA interventions among women low socioeconomic status essential mitigate large burden preterm births SGA
"This study aimed to evaluate the mean concentration of cadmium (Cd), chromium (Cr), copper (Cu), nickel (Ni), and lead (Pb) in the meat and offal of cow and sheep. Also, the estimated daily intake (EDI) and health risk of these metals were calculated. Analysis of metals was undertaken by the use of an inductively coupled plasma-optic emission spectroscopy (ICP-OES). All samples were contaminated with all metals. Principal component analysis (PCA) showed a clear differentiation of cow and sheep in both the kidney and liver samples. In the liver and kidney, level of Cd, Cu, and Pb were positively correlated. The highest target hazard quotients (THQs) were calculated for Pb. Cd level in cow kidney had the highest carcinogenic rate (CR). Although, hazard index (HI) was lower than one, consumption of muscle especially in children should be noticed in both national and international consumers due to higher level of HI.",study aimed evaluate mean concentration cadmium Cd chromium Cr copper Cu nickel Ni lead Pb meat offal cow sheep Also estimated daily intake EDI health risk metals calculated Analysis metals undertaken use inductively coupled plasmaoptic emission spectroscopy ICPOES samples contaminated metals Principal component analysis PCA showed clear differentiation cow sheep kidney liver samples liver kidney level Cd Cu Pb positively correlated highest target hazard quotients THQs calculated Pb Cd level cow kidney highest carcinogenic rate CR Although hazard index HI lower one consumption muscle especially children noticed national international consumers due higher level HI
Hepatocellular carcinoma or liver cancer (LC) is one of most important cancer around the world. There are several reports about LC incidence from various Iranian locations with conflicting results. The present study aimed to accomplish a systematic review to estimate the accurate incidence rate of LC among Iranian people.,Hepatocellular carcinoma liver cancer LC one important cancer around world several reports LC incidence various Iranian locations conflicting results present study aimed accomplish systematic review estimate accurate incidence rate LC among Iranian people
"In Iran, cancers are the third leading cause of death, and gastrointestinal cancers are the primary cause of mortality among all the cancers. This study aimed to determine the trend of crude and age-standardized mortality rates (ASMR) for different types of gastrointestinal cancers over an 11-year period in Fars province (Iran).",Iran cancers third leading cause death gastrointestinal cancers primary cause mortality among cancers study aimed determine trend crude agestandardized mortality rates ASMR different types gastrointestinal cancers 11year period Fars province Iran
"Today, one of the most important global public health challenges is represented by hepatitis C virus (HCV), which imposes relevant costs. Globally speaking, the median cost of HCV-related complications ranges from $280 for an uncomplicated hepatitis to $139,070 for a liver transplantation. There are effective therapies for HCV patients worldwide, which has increased the hope of improving the process of managing and curing these patients. The adherence of patients to the pharmacological treatment and the use of effective drugs in the management of HCV disease are of crucial importance for health policy- and decision-makers. Studies show that, globally, insurance coverage for patients with HCV is not adequate in that still many patients are not covered by insurance programs. This issue as well as the economic conditions of countries are very serious challenges for ensuring an effective treatment. The most important and greatest help currently available to ensure HCV treatment is to implement plans to reduce costs and support patients. Some studies have shown that the expansion of coverage by private payers seems able to generate positive spillover benefits to public insures. Insurers, in addition to maintaining and increasing their own interests, are trying to increase their social status as a sponsor of patients. In conclusion, HCV disease requires serious policies and affordable insurance coverage.",Today one important global public health challenges represented hepatitis C virus HCV imposes relevant costs Globally speaking median cost HCVrelated complications ranges 280 uncomplicated hepatitis 139070 liver transplantation effective therapies HCV patients worldwide increased hope improving process managing curing patients adherence patients pharmacological treatment use effective drugs management HCV disease crucial importance health policy decisionmakers Studies show globally insurance coverage patients HCV adequate still many patients covered insurance programs issue well economic conditions countries serious challenges ensuring effective treatment important greatest help currently available ensure HCV treatment implement plans reduce costs support patients studies shown expansion coverage private payers seems able generate positive spillover benefits public insures Insurers addition maintaining increasing interests trying increase social status sponsor patients conclusion HCV disease requires serious policies affordable insurance coverage
"Co-infection of human tuberculosis (TB) and intestinal parasites infections (IPIs) is a public health problem, especially in low- and middle-income countries. There is no data on this issue in Iran. Therefore, we investigated the prevalence of IPIs among patients with TB in Iran.",Coinfection human tuberculosis TB intestinal parasites infections IPIs public health problem especially low middleincome countries data issue Iran Therefore investigated prevalence IPIs among patients TB Iran
"Deaths of despair (DOD) is a new term appearing in public health literature to describe deaths attributable to suicide, liver disease, and drug overdose. In Florida, suicide and liver disease are the 8th and 10th leading causes of death, respectively. Additional mortality data show that the rate of drug overdose deaths in Florida is 12.5% higher than the suicide death rate. Some have hypothesized that economic social determinants of health (SDH) may be responsible for the recent increase in DOD. The current study, using secondary data, sought to identify what county-level SDH were significantly associated with county-level DOD. Using backward regression methodology, the results of the analysis indicate that 44% of the variance in county-level DOD is significantly associated with six county-level SDH: (a) Recent Medical Checkup, (b) Income, (c) Education Level, (d) Age, (e) Mental Health Professionals, and (f) the Income × Age interaction term. Higher than average income, age, and mental health professionals in a Florida county was associated with significantly higher rates of DOD. Higher than average levels of education and recent checkups in a Florida county were associated with a significant decrease in DOD. Possible explanations and implications are discussed.",Deaths despair DOD new term appearing public health literature describe deaths attributable suicide liver disease drug overdose Florida suicide liver disease 8th 10th leading causes death respectively Additional mortality data show rate drug overdose deaths Florida 125 higher suicide death rate hypothesized economic social determinants health SDH may responsible recent increase DOD current study using secondary data sought identify countylevel SDH significantly associated countylevel DOD Using backward regression methodology results analysis indicate 44 variance countylevel DOD significantly associated six countylevel SDH Recent Medical Checkup b Income c Education Level Age e Mental Health Professionals f Income Age interaction term Higher average income age mental health professionals Florida county associated significantly higher rates DOD Higher average levels education recent checkups Florida county associated significant decrease DOD Possible explanations implications discussed
"Most chronic diseases follow a socioeconomic gradient with higher rates in lower socioeconomic groups. A growing body of research, however, reveals cancer to be a disease group with very diverse socioeconomic patterning, even demonstrating reverse socioeconomic gradients for certain cancers. To investigate this matter at the German national level for the first time, this study examined socioeconomic inequalities in cancer incidence in Germany, both for all cancers combined as well as for common site-specific cancers. Population-based data on primary cancers newly diagnosed in 2010-2013 was obtained from the German Centre for Cancer Registry Data. Socioeconomic position was assessed at the district level using the German Index of Socioeconomic Deprivation, which is a composite index of area-based socioeconomic indicators. Absolute and relative socioeconomic inequalities in total and site-specific cancer incidence were analyzed using multilevel Poisson regression models with the logarithm of the number of residents as an offset. Among men, socioeconomic inequalities in cancer incidence with higher rates in more deprived districts were found for all cancers combined and various site-specific cancers, most pronounced for cancers of the lung, oral and upper respiratory tract, stomach, kidney, and bladder. Among women, higher rates in more deprived districts were evident for kidney, bladder, stomach, cervical, and liver cancer as well as for lymphoid/hematopoietic neoplasms, but no inequalities were evident for all cancers combined. Reverse gradients with higher rates in less deprived districts were found for malignant melanoma and thyroid cancer in both sexes, and in women additionally for female breast and ovarian cancer. Whereas in men the vast majority of all incident cancers occurred at cancer sites showing higher incidence rates in more deprived districts and cancers with a reverse socioeconomic gradient were in a clear minority, the situation was more balanced for women. This is the first national study from Germany examining socioeconomic inequalities in total and site-specific cancer incidence. The findings demonstrate that the socioeconomic patterning of cancer is diverse and follows different directions depending on the cancer site. The area-based cancer inequalities found suggest potentials for population-based cancer prevention and can help develop local strategies for cancer prevention and control.",chronic diseases follow socioeconomic gradient higher rates lower socioeconomic groups growing body research however reveals cancer disease group diverse socioeconomic patterning even demonstrating reverse socioeconomic gradients certain cancers investigate matter German national level first time study examined socioeconomic inequalities cancer incidence Germany cancers combined well common sitespecific cancers Populationbased data primary cancers newly diagnosed 20102013 obtained German Centre Cancer Registry Data Socioeconomic position assessed district level using German Index Socioeconomic Deprivation composite index areabased socioeconomic indicators Absolute relative socioeconomic inequalities total sitespecific cancer incidence analyzed using multilevel Poisson regression models logarithm number residents offset Among men socioeconomic inequalities cancer incidence higher rates deprived districts found cancers combined various sitespecific cancers pronounced cancers lung oral upper respiratory tract stomach kidney bladder Among women higher rates deprived districts evident kidney bladder stomach cervical liver cancer well lymphoidhematopoietic neoplasms inequalities evident cancers combined Reverse gradients higher rates less deprived districts found malignant melanoma thyroid cancer sexes women additionally female breast ovarian cancer Whereas men vast majority incident cancers occurred cancer sites showing higher incidence rates deprived districts cancers reverse socioeconomic gradient clear minority situation balanced women first national study Germany examining socioeconomic inequalities total sitespecific cancer incidence findings demonstrate socioeconomic patterning cancer diverse follows different directions depending cancer site areabased cancer inequalities found suggest potentials populationbased cancer prevention help develop local strategies cancer prevention control
The aim of this study was to estimate the prevalence of elder abuse and neglect in Iran.,aim study estimate prevalence elder abuse neglect Iran
"Neighbourhood socioeconomic disadvantage has been linked to increased diabetes risk, but little is known about differences in risk factors in childhood and adulthood in those with high and low neighbourhood socioeconomic disadvantage, or about the association between long-term neighbourhood socioeconomic disadvantage and incidence of diabetes in adulthood. We used data from the prospective, population-based Young Finns Study to address these questions.",Neighbourhood socioeconomic disadvantage linked increased diabetes risk little known differences risk factors childhood adulthood high low neighbourhood socioeconomic disadvantage association longterm neighbourhood socioeconomic disadvantage incidence diabetes adulthood used data prospective populationbased Young Finns Study address questions
"Hepatitis B (HB) is one of the major public health problems and a major cause of liver cirrhosis and hepatocellular carcinoma (HCC). The aim of this study was to evaluate the effect of a model-based educational intervention on preventive health behavior of hepatitis B vaccination among women who were going to get married (pending marriage women). Seventy pending marriage women were selected from martial counseling centers. The participants' knowledge, health beliefs model (HBM) constructs, and intention to receive HB vaccination were collected using a questionnaire based on HBM. The questionnaire was based on the Likert-type scale with the score range of 1 to 5. An educational intervention was carried out based on pretest results. The baseline and follow-up level of the variables was statistically significant within the case group. The mean score of the variables in the two groups showed a statistically significant difference in favor of the case group. Our study showed a positive effect of educational intervention on the participants' knowledge, HBM constructs, and intention to receive HB vaccination, indicating that educational intervention based on HBM could be used as an appropriate tool to improve preventive behavior of HB vaccination.",Hepatitis B HB one major public health problems major cause liver cirrhosis hepatocellular carcinoma HCC aim study evaluate effect modelbased educational intervention preventive health behavior hepatitis B vaccination among women going get married pending marriage women Seventy pending marriage women selected martial counseling centers participants knowledge health beliefs model HBM constructs intention receive HB vaccination collected using questionnaire based HBM questionnaire based Likerttype scale score range 1 5 educational intervention carried based pretest results baseline followup level variables statistically significant within case group mean score variables two groups showed statistically significant difference favor case group study showed positive effect educational intervention participants knowledge HBM constructs intention receive HB vaccination indicating educational intervention based HBM could used appropriate tool improve preventive behavior HB vaccination
To provide more accurate estimates of the prevalence of Hepatitis B (HBV) and Hepatitis C (HCV) and their contributing factors among prisoners in Iran.,provide accurate estimates prevalence Hepatitis B HBV Hepatitis C HCV contributing factors among prisoners Iran
Hospital readmission is a significant problem for patients with complex chronic illnesses such as liver cirrhosis.,Hospital readmission significant problem patients complex chronic illnesses liver cirrhosis
Chlamydia trachomatis (CT) is the cause of genital tract infections in women. Some evidence has shown the role of this infection with CT in spontaneous abortions. The purpose of this study is to study the frequency of CT infection in Iranian women.,Chlamydia trachomatis CT cause genital tract infections women evidence shown role infection CT spontaneous abortions purpose study study frequency CT infection Iranian women
"Chronic hepatitis B (CHB) is a serious and prevalent disease which may negatively influence health related quality of life (HRQOL) and fatigue. The aim of the present study was to examine the relationship between demographic variables, HRQOL, and fatigue.",Chronic hepatitis B CHB serious prevalent disease may negatively influence health related quality life HRQOL fatigue aim present study examine relationship demographic variables HRQOL fatigue
"In the past, communicable diseases caused the highest mortality in Iran. Improvements in socioeconomic status and living standards including access to safe drinking water, along with the inception of Health Houses in the 1980s, have changed disease patterns, decreasing the spread of and deaths from infectious and communicable diseases. The incidence and prevalence of non-communicable diseases (NCD), however, have now increased in Iran, accounting for nearly 80% of deaths and disabilities. Without interventions, NCD are predicted to impose a substantial human and economic burden in the next 2 decades. However, Iran's health system is not equipped with the necessary policies to combat this growth and must refocus and reform. Therefore, in the year 2013, the Ministry of Health and Medical Education funded a well-designed nationwide cohort study-Prospective Epidemiological Research Studies in IrAN (PERSIAN)-in order to assess the burden of NCD and investigate the risk factors associated with them in the different ethnicities and geographical areas of Iran. The PERSIAN Cohort, which aims to include 200000 participants, has 4 components: Adult (main), Birth, Youth and Elderly, which are being carried out in 22 different regions of Iran. Having an enormous dataset along with a biobank of blood, urine, hair and nail samples, the PERSIAN Cohort will serve as an important infrastructure for future implementation research and will provide the evidence needed for new healthcare policies in order to better control, manage and prevent NCD.",past communicable diseases caused highest mortality Iran Improvements socioeconomic status living standards including access safe drinking water along inception Health Houses 1980s changed disease patterns decreasing spread deaths infectious communicable diseases incidence prevalence noncommunicable diseases NCD however increased Iran accounting nearly 80 deaths disabilities Without interventions NCD predicted impose substantial human economic burden next 2 decades However Irans health system equipped necessary policies combat growth must refocus reform Therefore year 2013 Ministry Health Medical Education funded welldesigned nationwide cohort studyProspective Epidemiological Research Studies IrAN PERSIANin order assess burden NCD investigate risk factors associated different ethnicities geographical areas Iran PERSIAN Cohort aims include 200000 participants 4 components Adult main Birth Youth Elderly carried 22 different regions Iran enormous dataset along biobank blood urine hair nail samples PERSIAN Cohort serve important infrastructure future implementation research provide evidence needed new healthcare policies order better control manage prevent NCD
Despite advances in prevention of inflammatory milieu with different anti-inflammatory modalities in hemodialysis patients the rate of inflammatory markers in this population are still high. Inflammation is considered as a major player in uremia associated with morbidity and mortality in hemodialysis patients. The aim of this study was to evaluate the turmeric s effects on reduction of inflammatory markers in hemodialysis patients.,Despite advances prevention inflammatory milieu different antiinflammatory modalities hemodialysis patients rate inflammatory markers population still high Inflammation considered major player uremia associated morbidity mortality hemodialysis patients aim study evaluate turmeric effects reduction inflammatory markers hemodialysis patients
Hepatitis C virus (HCV) is a major cause of liver disease and a potential cause of substantial morbidity and mortality. This study aims to provide a comprehensive evidence on HCV Infection in Iranian hemodialysis (HD) patients we conducted a systematic review.,Hepatitis C virus HCV major cause liver disease potential cause substantial morbidity mortality study aims provide comprehensive evidence HCV Infection Iranian hemodialysis HD patients conducted systematic review
This study aimed to evaluate the effects of lactobacillus supplementation on trends of breast milk antioxidant parameters.,study aimed evaluate effects lactobacillus supplementation trends breast milk antioxidant parameters
"The Great East Japan Earthquake occurred on March 11, 2011, and was followed by a nuclear accident at the Fukushima Daiichi Nuclear Power Plant. The government ordered a mandatory evacuation from the high radioactive concentration area in Fukushima. This evacuation may have forced many evacuees to change specific aspects of their lifestyles such as diet and physical activity, which in turn may lead to future incidence of lifestyle diseases such as cardiovascular diseases (CVDs). To address this concern, the association between the evacuation and changes in CVD risk factors before and after the disaster was examined in the Fukushima Health Management Survey. In the present study, we reviewed the results of longitudinal studies in the Fukushima Health Management Survey. The proportion of overweight/obese people and those with hypertension, diabetes mellitus, dyslipidemia, liver dysfunction, atrial fibrillation, and polycythemia increased after the disaster. Furthermore, the evacuation was associated with an increase of these cardiovascular risk factors. Therefore, evacuees may be more disposed to CVDs such as myocardial infarction and stroke after the disaster. The prevention of future CVDs among evacuees from Fukushima requires ongoing preventive programs for obesity, hypertension, diabetes mellitus, and dyslipidemia, in collaboration with local governments and communities.",Great East Japan Earthquake occurred March 11 2011 followed nuclear accident Fukushima Daiichi Nuclear Power Plant government ordered mandatory evacuation high radioactive concentration area Fukushima evacuation may forced many evacuees change specific aspects lifestyles diet physical activity turn may lead future incidence lifestyle diseases cardiovascular diseases CVDs address concern association evacuation changes CVD risk factors disaster examined Fukushima Health Management Survey present study reviewed results longitudinal studies Fukushima Health Management Survey proportion overweightobese people hypertension diabetes mellitus dyslipidemia liver dysfunction atrial fibrillation polycythemia increased disaster Furthermore evacuation associated increase cardiovascular risk factors Therefore evacuees may disposed CVDs myocardial infarction stroke disaster prevention future CVDs among evacuees Fukushima requires ongoing preventive programs obesity hypertension diabetes mellitus dyslipidemia collaboration local governments communities
"Although the key contributors of altering neurological function in hepatic encephalopathy are relatively well known, the electrophysiological mechanism of CA1 damage, a key vulnerable area during hyperammonemia, have not yet been defined. Therefore, here we focus on the electrophysiological mechanisms of cognitive impairments following bile duct ligation (BDL). We performed patch-clamp recordings from the CA1 pyramidal neurons in hippocampus of male Wistar rats, which underwent sham or BDL surgery. A striking electrophysiological change of hippocampal neurons in experimental model of BDL was observed in the present study. Spontaneous firing frequency and rate of action potential (AP) rebound was decreased and afterhyperpolarization amplitude (AHP) was increased significantly in hippocampal cells of BDL animals compared to sham group. Together, the results suggest that altered intrinsic properties of the hippocampal neurons may contribute to the cognitive abnormalities during hepatic encephalopathy (HE), highlighting the electrophysiological mechanisms for providing new treatments against HE.",Although key contributors altering neurological function hepatic encephalopathy relatively well known electrophysiological mechanism CA1 damage key vulnerable area hyperammonemia yet defined Therefore focus electrophysiological mechanisms cognitive impairments following bile duct ligation BDL performed patchclamp recordings CA1 pyramidal neurons hippocampus male Wistar rats underwent sham BDL surgery striking electrophysiological change hippocampal neurons experimental model BDL observed present study Spontaneous firing frequency rate action potential AP rebound decreased afterhyperpolarization amplitude AHP increased significantly hippocampal cells BDL animals compared sham group Together results suggest altered intrinsic properties hippocampal neurons may contribute cognitive abnormalities hepatic encephalopathy highlighting electrophysiological mechanisms providing new treatments
"Musculoskeletal disorders (MSDs) are considered as major public health problems. The purpose of this study was to determine the prevalence of MSDs in Azar cohort population in northwest of Iran. Azar cohort study is a state level of a national cohort project (PERSIAN) which began in 2014. All adults over 35 years old in Khamene city in East Azarbaijan province were recruited for the pilot phase of the Azar cohort. For the purpose of the current study, a total of 952 subjects age range of 35-70 who completed the Community Oriented Program for the Control of Rheumatic Disease (COPCORD) questionnaire as supplementary were included. 299 subjects had MSDs and were introduced to the rheumatologist, only 237 of them referred for further assessment. 33.4% of subjects had MSDs within the past 7 days. The most frequent complaint was pain and the most common sites of complaints were knee, lumbar spine, and shoulder, respectively. Osteoarthritis was the most common rheumatic disease (53.2%) and the knee was the most common region affected (47.7%) followed by low back pain (28.2%). Osteoarthritis and knee osteoarthritis were present in 56.1 and 51.8% of females and 46.6 and 38.4% of males, respectively. Furthermore, low back pain was present in 32.9% of males and 26.2% of females. Peri-arthritis was more prevalent in males (12.3%), whilst fibromyalgia, psychologic pain, and heel spur were prevalent among females (9.1, 5.1, and 1.2%, respectively). Rheumatoid arthritis was observed in 1.4% of males and 1.8% of females, respectively. Prevalence of MSDs is very high in this area. Therefore, it calls for action by heath officials and professionals to plan for appropriate programs of prevention and management of MSDs in society.",Musculoskeletal disorders MSDs considered major public health problems purpose study determine prevalence MSDs Azar cohort population northwest Iran Azar cohort study state level national cohort project PERSIAN began 2014 adults 35 years old Khamene city East Azarbaijan province recruited pilot phase Azar cohort purpose current study total 952 subjects age range 3570 completed Community Oriented Program Control Rheumatic Disease COPCORD questionnaire supplementary included 299 subjects MSDs introduced rheumatologist 237 referred assessment 334 subjects MSDs within past 7 days frequent complaint pain common sites complaints knee lumbar spine shoulder respectively Osteoarthritis common rheumatic disease 532 knee common region affected 477 followed low back pain 282 Osteoarthritis knee osteoarthritis present 561 518 females 466 384 males respectively Furthermore low back pain present 329 males 262 females Periarthritis prevalent males 123 whilst fibromyalgia psychologic pain heel spur prevalent among females 91 51 12 respectively Rheumatoid arthritis observed 14 males 18 females respectively Prevalence MSDs high area Therefore calls action heath officials professionals plan appropriate programs prevention management MSDs society
"Hand Eczema (HE) is a dermatological disorder with frequent relapses and multiple causes such as atopic, allergic and irritant contact dermatitis. The management is complex because of the wide range of different pathogenesis. Efficacy of some of available treatments is not well established and it can affect patients' quality of life significantly.",Hand Eczema dermatological disorder frequent relapses multiple causes atopic allergic irritant contact dermatitis management complex wide range different pathogenesis Efficacy available treatments well established affect patients quality life significantly
"Nowadays, obesity is considered as a serious and growing global health problem. It is documented that the overweight and obesity are major risk factors for a series of noncommunicable diseases, and in recent years, the obesity-cancer link has received much attention. Numerous epidemiological studies have shown that obesity is associated with increased risk of several cancer types, including colon, breast, endometrium, liver, kidney, esophagus, gastric, pancreatic, gallbladder, and leukemia, and can also lead to poorer treatment. We review here the epidemiological and experimental evidences for the association between obesity and cancer. Specifically, we discuss potential mechanisms focusing how dysfunctional angiogenesis, chronic inflammation, interaction of proinflammatory cytokines, endocrine hormones, and adipokines including leptin, adiponectin insulin, growth factors, estrogen, and progesterone and strikingly, cell metabolism alteration in obesity participate in tumor development and progression, resistance to chemotherapy, and targeted therapies such as antiangiogenic and immune therapies.",Nowadays obesity considered serious growing global health problem documented overweight obesity major risk factors series noncommunicable diseases recent years obesitycancer link received much attention Numerous epidemiological studies shown obesity associated increased risk several cancer types including colon breast endometrium liver kidney esophagus gastric pancreatic gallbladder leukemia also lead poorer treatment review epidemiological experimental evidences association obesity cancer Specifically discuss potential mechanisms focusing dysfunctional angiogenesis chronic inflammation interaction proinflammatory cytokines endocrine hormones adipokines including leptin adiponectin insulin growth factors estrogen progesterone strikingly cell metabolism alteration obesity participate tumor development progression resistance chemotherapy targeted therapies antiangiogenic immune therapies
"T-cell response outcome is determined by co-stimulatory/inhibitory signals. Programmed cell death-1 ligand-1 (PD-L1) is a member of these co-signaling molecules with known soluble form in human serum. Soluble PD-L1 (sPD-L1) is also recognized in patients with some types of malignancy or autoimmune disorders, though there are few studies on sPD-L1 roles in allergic diseases. The purpose of this survey was to evaluate the association between sPD-L1 levels with eosinophil count as well as disease severity in allergic rhinitis (AR) patients.",Tcell response outcome determined costimulatoryinhibitory signals Programmed cell death1 ligand1 PDL1 member cosignaling molecules known soluble form human serum Soluble PDL1 sPDL1 also recognized patients types malignancy autoimmune disorders though studies sPDL1 roles allergic diseases purpose survey evaluate association sPDL1 levels eosinophil count well disease severity allergic rhinitis AR patients
The present study was conducted to investigate the hepatoprotective activity of hydro-ethanolic fruit extract of Rosa canina (R. canina) against carbon tetrachloride (CCl4)-induced hepatotoxicity in rats.,present study conducted investigate hepatoprotective activity hydroethanolic fruit extract Rosa canina R canina carbon tetrachloride CCl4induced hepatotoxicity rats
