Abstract_ID,CUI,Name,Definition,TUIs,Aliases
293,C0686907,Consequence of,The result of an action.,['T169'],"['Consequence of (contextual qualifier)', 'Consequence of', 'consequences', 'consequence of', 'consequence']"
293,C0870809,Life Span,The entire maximum length of time of an organism's existence.,['T102'],"['Lifespan', 'Life Span', 'Life Spans', 'life span', 'life spans']"
293,C0008972,Clinical Research,"A work that reports on the results of a research study to evaluate interventions or exposures on biomedical or health-related outcomes. The two main types of clinical studies are interventional studies (clinical trials) and observational studies. While most clinical studies concern humans, this publication type may be used for clinical veterinary articles meeting the requisites for humans.",['T062'],"['Study', 'Clinical Study', 'clinical studies', 'clinical research', 'Clinical Research']"
293,C0748878,socioeconomic,,['T077'],[]
293,C0242503,Unequal,The condition of not being equal.,['T080'],"['Unequal To', 'Unequal (qualifier value)', 'Inequality of', 'Unequal', 'Inequality']"
293,C0497406,Overweight,A condition in which body mass index falls between 25 and 29.9.,['T033'],"['Overweight', 'OVERWEIGHT', 'Patient overweight', 'OVER WEIGHT', 'Overweight (finding)']"
293,C0028754,Obesity,"A status with BODY WEIGHT that is grossly above the recommended standards, usually due to accumulation of excess FATS in the body. The standards may vary with age, sex, genetic or cultural background. In the BODY MASS INDEX, a BMI greater than 30.0 kg/m2 is considered obese, and a BMI greater than 40.0 kg/m2 is considered morbidly obese (MORBID OBESITY).",['T047'],"['Having too much body fat', 'Obesities', 'Obese', 'adiposity', 'Adiposity']"
293,C1553355,Iranian (ethnic group),"Denotes the inhabitants of Iran, a person from there, or their descendants elsewhere.",['T098'],['Iranian']
293,C0001675,Adult,"A person having attained full growth or maturity. Adults are of 19 through 44 years of age. For a person between 19 and 24 years of age, YOUNG ADULT is available.",['T100'],"['Adult Human (21+)', 'Adult', 'adults', 'Human, Adult', '21 old year']"
294,C2239176,Liver carcinoma,"A primary malignant neoplasm of epithelial liver cells. It ranges from a well-differentiated tumor with EPITHELIAL CELLS indistinguishable from normal HEPATOCYTES to a poorly differentiated neoplasm. The cells may be uniform or markedly pleomorphic, or form GIANT CELLS. Several classification schemes have been suggested.",['T191'],"['Hepatocellular Carcinomas', 'CARCINOMA OF LIVER', 'HCC - Hepatocellular carcinoma', 'liver carcinoma', 'Carcinoma, Liver Cell']"
294,C0279000,Liver and Intrahepatic Biliary Tract Carcinoma,A carcinoma that arises from the hepatocytes or intrahepatic bile ducts. The main subtypes are hepatocellular carcinoma (hepatoma) and cholangiocarcinoma.,['T191'],"['primary liver carcinoma', 'liver and intrahepatic bile duct cancer', 'Cancer of Liver and Intrahepatic Biliary Tract', 'cancer of the liver and intrahepatic biliary tract', 'Liver and Intrahepatic Bile Duct Carcinoma']"
294,C0008565,Liquid Chromatography,Chromatographic techniques in which the mobile phase is a liquid.,['T059'],"['Chromatography, Liquid', 'Liquid chromatography measurement, NOS', 'Liquid chromatography measurement (procedure)', 'LC', 'liquid chromatography']"
294,C0006826,Malignant Neoplasms,"A tumor composed of atypical neoplastic, often pleomorphic cells that invade other tissues. Malignant neoplasms often metastasize to distant anatomic sites and may recur after excision. The most common malignant neoplasms are carcinomas, Hodgkin and non-Hodgkin lymphomas, leukemias, melanomas, and sarcomas.",['T191'],"['Neoplasms, Malignant', 'Cancers', 'Tumor, malignant, NOS', 'Malignant neoplasm without specification of site', 'Neoplastic disease, malignant']"
294,C0011065,Cessation of life,"Irreversible cessation of all bodily functions, manifested by absence of spontaneous breathing and total loss of cardiovascular and cerebral functions.",['T040'],"['Death', 'biological death', 'End Of Life', 'Death (event)', 'Deceased']"
294,C1880156,Comprehensive,Broad in scope; including all or everything.,['T080'],['Comprehensive']
294,C0038954,Survival Rate,"The proportion of survivors in a group, e.g., of patients, studied and followed over a period, or the proportion of persons in a specified group alive at the beginning of a time interval who survive to the end of the interval. It is often studied using life table methods.",['T081'],"['Rates, Survival', 'survival rates', 'Survival Rate', 'Rate, Survival', 'Survival Rates']"
294,C0030705,Patients,"Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.",['T101'],"['patients', 'patient', 'Patient', 'Patient (person)', '*^patient']"
294,C0008565,Liquid Chromatography,Chromatographic techniques in which the mobile phase is a liquid.,['T059'],"['Chromatography, Liquid', 'Liquid chromatography measurement, NOS', 'Liquid chromatography measurement (procedure)', 'LC', 'liquid chromatography']"
294,C0003980,Asia,"The largest of the continents. It was known to the Romans more specifically as what we know today as Asia Minor. The name comes from at least two possible sources: from the Assyrian asu (to rise) or from the Sanskrit usa (dawn), both with reference to its being the land of the rising sun, i.e., eastern as opposed to Europe, to the west. (From Webster's New Geographical Dictionary, 1988, p82 & Room, Brewer's Dictionary of Names, 1992, p34)",['T083'],"['Asia (geographic location)', 'Asia, NOS', 'Asia']"
294,C0008972,Clinical Research,"A work that reports on the results of a research study to evaluate interventions or exposures on biomedical or health-related outcomes. The two main types of clinical studies are interventional studies (clinical trials) and observational studies. While most clinical studies concern humans, this publication type may be used for clinical veterinary articles meeting the requisites for humans.",['T062'],"['Study', 'Clinical Study', 'clinical studies', 'clinical research', 'Clinical Research']"
294,C0220825,Evaluation,"Systematic, objective appraisal of the significance, effectiveness, and impact of activities or condition according to specified objectives and criteria.",['T058'],"['Evaluated', 'efficacy assessment', 'evaluation', 'evaluations', 'Investigation']"
294,C0038954,Survival Rate,"The proportion of survivors in a group, e.g., of patients, studied and followed over a period, or the proportion of persons in a specified group alive at the beginning of a time interval who survive to the end of the interval. It is often studied using life table methods.",['T081'],"['Rates, Survival', 'survival rates', 'Survival Rate', 'Rate, Survival', 'Survival Rates']"
294,C0030705,Patients,"Individuals participating in the health care system for the purpose of receiving therapeutic, diagnostic, or preventive procedures.",['T101'],"['patients', 'patient', 'Patient', 'Patient (person)', '*^patient']"
294,C0008565,Liquid Chromatography,Chromatographic techniques in which the mobile phase is a liquid.,['T059'],"['Chromatography, Liquid', 'Liquid chromatography measurement, NOS', 'Liquid chromatography measurement (procedure)', 'LC', 'liquid chromatography']"
294,C0454705,Asian country,,['T083'],"['Asian country (geographic location)', 'asian countries', 'asian country']"
294,C0969625,Methodology aspects,,['T170'],['methodology']
294,C0008972,Clinical Research,"A work that reports on the results of a research study to evaluate interventions or exposures on biomedical or health-related outcomes. The two main types of clinical studies are interventional studies (clinical trials) and observational studies. While most clinical studies concern humans, this publication type may be used for clinical veterinary articles meeting the requisites for humans.",['T062'],"['Study', 'Clinical Study', 'clinical studies', 'clinical research', 'Clinical Research']"
294,C0035173,Research Personnel,Those individuals engaged in research.,['T097'],"['investigators', 'investigator', 'Researchers', 'Researcher', 'researcher']"
294,C1512888,International,Concerning or belonging to two or more nations.,['T078'],[]
294,C0282111,Internet,A loose confederation of computer communication networks around the world. The networks that make up the Internet are connected through several backbone networks. The Internet grew out of the US Government ARPAnet project and was designed to facilitate information exchange.,['T073'],"['Web', 'WWW', 'Internet', 'Web, World Wide', 'WWW (world wide web)']"
294,C4704707,Gray Literature,"Works that include publications such as reports, theses, conference papers, translations and limited circulation government documents which are not normally available through commercial publication sources. (LCSH)",['T170'],['Grey Literature']
294,C0220825,Evaluation,"Systematic, objective appraisal of the significance, effectiveness, and impact of activities or condition according to specified objectives and criteria.",['T058'],"['Evaluated', 'efficacy assessment', 'evaluation', 'evaluations', 'Investigation']"
294,C0332306,Quality,An essential and distinguishing attribute of something or someone; a degree or grade of excellence or worth.,['T080'],"['Quality (attribute)', 'Quality']"
294,C0030351,Paper,"Thin sheets made from wood pulp and other fibrous substances, used for writing, drawing, printing, image duplication or wrapping.",['T073'],"['Papers', 'paper', 'Paper, device (physical object)', 'Paper, NOS', 'Paper, device']"
294,C3242375,TitleStyles,<p>**Description:**Extra information about the style of a title</p>,['T170'],[]
294,C0947630,Scientific Study,,['T062'],"['Study', 'Stdy', 'studies', 'scientific studies', 'study']"
294,C1512693,Inclusion,"Medical and/or social characteristics which are necessary for a subject to be allowed to participate in a clinical study, as outlined in the study protocol. Meeting inclusion criteria is not a sufficient condition for entry or recruitment of a subject into the study. Characteristics limiting the eligibility of a subject for the clinical study must be considered.",['T080'],['Inclusion Criteria']
294,C0008565,Liquid Chromatography,Chromatographic techniques in which the mobile phase is a liquid.,['T059'],"['Chromatography, Liquid', 'Liquid chromatography measurement, NOS', 'Liquid chromatography measurement (procedure)', 'LC', 'liquid chromatography']"
294,C0700085,Curie,"A unit of radioactivity in the CGS system, defined as 3.7 E10 atomic disintegrations or other nuclear transformations per second. One curie is equal to 37 gigabecquerels.",['T081'],"['Ci', 'Curie', 'ci', 'curie (Ci)', 'curie']"
294,C0700085,Curie,"A unit of radioactivity in the CGS system, defined as 3.7 E10 atomic disintegrations or other nuclear transformations per second. One curie is equal to 37 gigabecquerels.",['T081'],"['Ci', 'Curie', 'ci', 'curie (Ci)', 'curie']"
294,C0700085,Curie,"A unit of radioactivity in the CGS system, defined as 3.7 E10 atomic disintegrations or other nuclear transformations per second. One curie is equal to 37 gigabecquerels.",['T081'],"['Ci', 'Curie', 'ci', 'curie (Ci)', 'curie']"
294,C0008972,Clinical Research,"A work that reports on the results of a research study to evaluate interventions or exposures on biomedical or health-related outcomes. The two main types of clinical studies are interventional studies (clinical trials) and observational studies. While most clinical studies concern humans, this publication type may be used for clinical veterinary articles meeting the requisites for humans.",['T062'],"['Study', 'Clinical Study', 'clinical studies', 'clinical research', 'Clinical Research']"
294,C0008565,Liquid Chromatography,Chromatographic techniques in which the mobile phase is a liquid.,['T059'],"['Chromatography, Liquid', 'Liquid chromatography measurement, NOS', 'Liquid chromatography measurement (procedure)', 'LC', 'liquid chromatography']"
294,C0038952,Continuance of life,Continuance of life or existence especially under adverse conditions; includes methods and philosophy of survival.,['T052'],"['survivals', 'survival', 'Survivorship Issues', 'Survival', 'Survivorship']"
294,C0871208,Rating (action),The act of ascertaining or fixing the value or worth of something.,['T052'],"['Rated', 'Rate', 'Rating']"
294,C0454705,Asian country,,['T083'],"['Asian country (geographic location)', 'asian countries', 'asian country']"
294,C0441994,Lower - spatial qualifier,The bottom one of two.,['T082'],"['lowering', 'Lower (qualifier value)', 'Lower', 'lower', 'lowered']"
294,C0015176,Europe,"The continent north of AFRICA, west of ASIA and east of the ATLANTIC OCEAN.",['T083'],"['Europe', 'Europe (geographic location)']"
294,C0028405,North America,"The northern continent of the Western Hemisphere, extending northward from the Colombia-Panama border and including CENTRAL AMERICA, MEXICO, Caribbean area, the UNITED STATES, CANADA and GREENLAND. The term often refers more narrowly to MEXICO, continental UNITED STATES, AND CANADA.",['T083'],"['North America (geographic location)', 'North America', 'north america', 'america north', 'North America, NOS']"
295,C0027569,Neighborhood,A surrounding or nearby region.,['T083'],"['neighborhoods', '^Neighborhood', 'Neighborhood', 'neighborhood', 'Neighborhoods']"
295,C0032854,Poverty,"A situation in which the level of living of an individual, family, or group is below the standard of the community. It is often related to a specific income level.",['T102'],"['Poverty', 'Financially poor (finding)', 'poor', 'Economic deprivation', 'Poor']"
295,C0877248,Adverse event,"Any unfavorable or unintended disease, sign, or symptom (including an abnormal laboratory finding) that is temporally associated with the use of a medical treatment or procedure, and that may or may not be considered related to the medical treatment or procedure. Such events can be related to the intervention, dose, route of administration, patient, or caused by an interaction with another drug(s) or procedure(s).",['T046'],"['Adverse event', 'Adverse Experience', 'adverse event', 'Adverse Event', 'adverse events']"
295,C1550208,Health Outcomes,<p>Health Outcomes</p>,['T170'],['Health Outcomes']
295,C0027569,Neighborhood,A surrounding or nearby region.,['T083'],"['neighborhoods', '^Neighborhood', 'Neighborhood', 'neighborhood', 'Neighborhoods']"
295,C0032854,Poverty,"A situation in which the level of living of an individual, family, or group is below the standard of the community. It is often related to a specific income level.",['T102'],"['Poverty', 'Financially poor (finding)', 'poor', 'Economic deprivation', 'Poor']"
295,C1510802,Adherence (attribute),The act of abiding by a stated treatment plan or protocol.,['T169'],['Adherence']
295,C0021081,Immunosuppressive Agents,"Agents that suppress immune function by one of several mechanisms of action. Classical cytotoxic immunosuppressants act by inhibiting DNA synthesis. Others may act through activation of T-CELLS or by inhibiting the activation of HELPER CELLS. While immunosuppression has been brought about in the past primarily to prevent rejection of transplanted organs, new applications involving mediation of the effects of INTERLEUKINS and other CYTOKINES are emerging.","['T121', 'T129']","['Immunosuppressant agent, NOS', 'Agents, Immunosuppressive', 'immunosuppressive', 'immunosuppressant', 'IMMUNOSUPPRESSANTS']"
295,C0013227,Pharmaceutical Preparations,"Drugs intended for human or veterinary use, presented in their finished dosage form. Included here are materials used in the preparation and/or formulation of the finished dosage form.",['T121'],"['Drug/agent', 'drugs', 'Preparations, Pharmaceutic', 'Medicinal product (product)', 'Medication, NOS']"
295,C0023911,Transplantation of liver,The transference of a part of or an entire liver from one human or animal to another.,['T061'],"['Hepatic transplantation', 'liver transplanting', 'Liver--Transplantation', 'Transplantation, Hepatic', 'Hepatic Transplantation']"
296,C0376358,Malignant neoplasm of prostate,A primary or metastatic malignant tumor involving the prostate gland. The vast majority are carcinomas.,['T191'],"['Prostatic cancer', 'Cancer of the Prostate', 'Malignant neoplasm of prostate', 'prostate ca', 'Cancer of prostate']"
296,C0025266,Male population group,"Human males as cultural, psychological, sociological, political, and economic entities.",['T098'],"['Men', 'men', 'Man', 'Man (person)', 'Human, Male']"
296,C0021149,Incidence,"The number of new cases of a given disease during a given period in a specified population. It also is used for the rate at which new events occur in a defined population. It is differentiated from PREVALENCE, which refers to all cases in the population at a given time.",['T081'],"['number of new disease cases', 'incidence', 'Incidence', 'incidences', 'Incidences']"
296,C0376358,Malignant neoplasm of prostate,A primary or metastatic malignant tumor involving the prostate gland. The vast majority are carcinomas.,['T191'],"['Prostatic cancer', 'Cancer of the Prostate', 'Malignant neoplasm of prostate', 'prostate ca', 'Cancer of prostate']"
296,C0442808,Increasing (qualifier value),,['T169'],"['increasing', 'Increasing (qualifier value)', 'Increasing']"
297,C0035168,research,"Critical and exhaustive investigation or experimentation, having for its aim the discovery of new facts and their correct interpretation, the revision of accepted conclusions, theories, or laws in the light of newly discovered facts, or the practical application of such new or revised conclusions, theories, or laws. (Webster, 3d ed)",['T062'],"['research', 'Research', 'inquiry']"
297,C0019863,Homeless persons,Persons without adequate housing or without permanent residence. The concept excludes nomadic peoples.,['T098'],"['Ill Housed Persons', 'Person, Ill-Housed', 'homeless', 'Homeless person', 'Shelterless Persons']"
297,C0439663,Infected,,['T033'],"['infected', 'infects', 'Infected', 'infecting', 'infect']"
297,C0019196,Hepatitis C,"INFLAMMATION of the LIVER in humans caused by HEPATITIS C VIRUS, a single-stranded RNA virus. Its incubation period is 30-90 days. Hepatitis C is transmitted primarily by contaminated blood parenterally and is often associated with transfusion and intravenous drug abuse. However, in a significant number of cases, the source of hepatitis C infection is unknown.",['T047'],"['non b hepatitis', 'HEPATITIS, NON-A, NON-B', 'HCV Infection', 'Parenterally-Transmitted Non-A, Non-B Hepatitis', 'viral hepatitis c']"
297,C0039798,therapeutic aspects,"Used with diseases for therapeutic interventions except drug therapy, diet therapy, radiotherapy, and surgery, for which specific subheadings exist. The concept is also used for articles and books dealing with multiple therapies.",['T169'],"['treatment', 'therapy', 'disease management']"
297,C0243144,Uptake,"The absorption by a tissue of some substance, food material, mineral, etc., and its permanent or temporary retention.",['T039'],"['uptake', 'Uptake', 'uptakes']"
297,C0205284,Marginal,A boundary line or the area immediately inside the boundary.,['T082'],"['Marginal (qualifier value)', 'marginal', 'Margin', 'Marginal', 'Border']"
298,C1706852,Article,Nonfictional prose forming an independent part of a publication.,['T170'],[]
298,C1521970,Characteristics,"The distinguishing qualities or prominent aspect of a person, object, action, process, or substance.",['T080'],"['Characteristics', 'Characteristic', 'Feature']"
298,C1456613,Health System,,['T064'],[]
298,C3810126,HCCAT5 gene,,['T028'],"['HEPATOMA-ASSOCIATED GENE', 'HEPATOCELLULAR CARCINOMA-ASSOCIATED TRANSCRIPT 5', 'HCCAT5 gene', 'HCCAT5', 'FJ222407']"
298,C0022065,Iran,"A country bordering the Gulf of Oman, the Persian Gulf, and the Caspian Sea, between Iraq and Pakistan. The capital is Tehran.",['T083'],"['Iran', 'Islamic Republic of Iran (geographic location)', 'Iran, Islamic Republic of', 'iran', 'Islamic Republic of Iran']"
298,C1301746,Documents,,['T170'],"['Documents (qualifier value)', 'Document', 'Doc', 'document', 'documents']"
298,C0684224,Report (document),Detailed account or statement or formal record of the proceedings of a meeting or session. May also document status or progress of an activity or research project.,['T170'],"['report [document]', 'report', 'Report (record artifact)', 'reports', 'Reports']"
298,C0162791,Guidelines,"A systematic statement of policy rules or principles. Guidelines may be developed by government agencies at any level, institutions, professional societies, governing boards, or by convening expert panels.",['T170'],"['Guideline', 'guidelines', 'Guidelines', 'Guidelines as Topics', 'Guidelines as Topic']"
298,C3810126,HCCAT5 gene,,['T028'],"['HEPATOMA-ASSOCIATED GENE', 'HEPATOCELLULAR CARCINOMA-ASSOCIATED TRANSCRIPT 5', 'HCCAT5 gene', 'HCCAT5', 'FJ222407']"
298,C0034037,Publishing,"""The business or profession of the commercial production and issuance of literature"" (Webster's 3d). It includes the publisher, publication processes, editing and editors. Production may be by conventional printing methods or by electronic publishing.",['T057'],"['publishing', 'publish', 'Publishing', 'Published', 'published']"
298,C3810126,HCCAT5 gene,,['T028'],"['HEPATOMA-ASSOCIATED GENE', 'HEPATOCELLULAR CARCINOMA-ASSOCIATED TRANSCRIPT 5', 'HCCAT5 gene', 'HCCAT5', 'FJ222407']"
298,C0022065,Iran,"A country bordering the Gulf of Oman, the Persian Gulf, and the Caspian Sea, between Iraq and Pakistan. The capital is Tehran.",['T083'],"['Iran', 'Islamic Republic of Iran (geographic location)', 'Iran, Islamic Republic of', 'iran', 'Islamic Republic of Iran']"
298,C1516048,Assessed,"The final result of a determination of the value, significance, or extent of.",['T052'],"['Assessment', 'Assess', 'Assessed']"
298,C0039421,Technology,"The application of scientific knowledge to practical purposes in any field. It includes methods, techniques, and instrumentation.",['T090'],"['Technology', 'technologies', 'technology']"
298,C0184511,Improved,Condition changed and/or recovered,['T033'],"['Improve', 'improved', 'Improved', 'Improved (qualifier value)', 'Improves']"
298,C0011109,Decision Making,"The process of making a selective intellectual judgment when presented with several complex alternatives consisting of several variables, and usually defining a course of action or an idea.",['T041'],"['Decision-making', 'Decision making', 'Decision making (observable entity)', 'Decision making behaviour', 'making up mind']"
298,C3810126,HCCAT5 gene,,['T028'],"['HEPATOMA-ASSOCIATED GENE', 'HEPATOCELLULAR CARCINOMA-ASSOCIATED TRANSCRIPT 5', 'HCCAT5 gene', 'HCCAT5', 'FJ222407']"
298,C0022065,Iran,"A country bordering the Gulf of Oman, the Persian Gulf, and the Caspian Sea, between Iraq and Pakistan. The capital is Tehran.",['T083'],"['Iran', 'Islamic Republic of Iran (geographic location)', 'Iran, Islamic Republic of', 'iran', 'Islamic Republic of Iran']"
298,C0015450,Face,"The anterior portion of the head that includes the skin, muscles, and structures of the forehead, eyes, nose, mouth, cheeks, and jaw.",['T029'],"['Facial', 'Faces', 'Face, NOS', 'Face', 'facial']"
298,C3640016,Pressing Pain,A sensation of discomfort or distress from excess weight or pressure on a specific anatomical location.,['T184'],[]
298,C1546466,Problems - What subject filter,,['T078'],['Problems']
298,C3810126,HCCAT5 gene,,['T028'],"['HEPATOMA-ASSOCIATED GENE', 'HEPATOCELLULAR CARCINOMA-ASSOCIATED TRANSCRIPT 5', 'HCCAT5 gene', 'HCCAT5', 'FJ222407']"
298,C0022065,Iran,"A country bordering the Gulf of Oman, the Persian Gulf, and the Caspian Sea, between Iraq and Pakistan. The capital is Tehran.",['T083'],"['Iran', 'Islamic Republic of Iran (geographic location)', 'Iran, Islamic Republic of', 'iran', 'Islamic Republic of Iran']"
298,C0035173,Research Personnel,Those individuals engaged in research.,['T097'],"['investigators', 'investigator', 'Researchers', 'Researcher', 'researcher']"
298,C0332197,Absent,Not existing in a specified place at a specified time.,['T169'],"['absent', 'absence', 'Absent', 'Absence of', 'Not Present']"
298,C0024235,Lymphatic System,A system of organs and tissues that process and transport immune cells and LYMPH.,['T022'],"['Lymphatic system structure', 'lymphoreticular system', 'Lymphatic system, NOS', 'Structure of lymphatic system (body structure)', 'Lymphatic system']"
298,C0039421,Technology,"The application of scientific knowledge to practical purposes in any field. It includes methods, techniques, and instrumentation.",['T090'],"['Technology', 'technologies', 'technology']"
298,C3810126,HCCAT5 gene,,['T028'],"['HEPATOMA-ASSOCIATED GENE', 'HEPATOCELLULAR CARCINOMA-ASSOCIATED TRANSCRIPT 5', 'HCCAT5 gene', 'HCCAT5', 'FJ222407']"
298,C0456984,Test Result,"The result of a laboratory, radiologic, or other clinical test performed to determine the presence, absence, or degree of a condition.",['T034'],"['test finding', 'Clinical Test Result', 'Diagnostic Test Result', 'Test finding', 'test result']"
298,C4321237,High Level,A response indicating a high level.,['T033'],"['High Level', 'High level']"
298,C0242456,Policy,A course or method of action selected to guide and determine present and future decisions.,['T170'],"['Policy', 'policy', 'policies', 'Policies', 'ActClassPolicy']"
298,C0554244,Maker (occupation),,['T097'],"['Maker (occupation)', 'maker [occupation]', 'maker', 'Maker', 'makers']"
298,C0205101,Extrinsic,"Happening or arising or located outside or beyond some limits, or especially, some surface.",['T082'],"['Exogenous', 'external', 'outer', 'External', 'Extramural']"
299,C0006142,Malignant neoplasm of breast,A primary or metastatic malignant neoplasm involving the breast. The vast majority of cases are carcinomas arising from the breast parenchyma or the nipple. Malignant breast neoplasms occur more frequently in females than in males.,['T191'],"['Malignant tumour of breast', 'Malignant Neoplasm of Breast', 'BREAST CANCER', 'Breast Malignant Tumor', 'Malignant neoplasm of breast']"
299,C1546466,Problems - What subject filter,,['T078'],['Problems']
299,C0034019,public health medicine (field),"Branch of medicine concerned with the prevention and control of disease and disability, and the promotion of physical and mental health of the population on the international, national, state, or municipal level.",['T091'],"['PUBLICHEALTH', 'Community Health', 'Public health', 'public health medicine (field)', 'field of public health medicine']"
299,C2700280,World,People in general considered as a whole.,['T098'],[]
299,C0038952,Continuance of life,Continuance of life or existence especially under adverse conditions; includes methods and philosophy of survival.,['T052'],"['survivals', 'survival', 'Survivorship Issues', 'Survival', 'Survivorship']"
299,C0003459,Anura,"An order of the class Amphibia, which includes several families of frogs and toads. They are characterized by well developed hind limbs adapted for jumping, fused head and trunk and webbed toes. The term ""toad"" is ambiguous and is properly applied only to the family Bufonidae.",['T011'],"['Toads and Frogs', 'frogs', 'Anuras', 'Anura', 'Order Anura']"
299,C0021212,Indicators,,['T130'],"['indicator', 'Indicators', 'Indicator', 'indicators']"
299,C0332306,Quality,An essential and distinguishing attribute of something or someone; a degree or grade of excellence or worth.,['T080'],"['Quality (attribute)', 'Quality']"
299,C1516188,Cancer Control,"Integrated program having an objective of reducing risk, incidence, and mortality from cancer and to enhancing the quality of life for cancer survivors. Realized through an orderly sequence of measures from genetic, epidemiologic, behavioral, social, applied, and surveillance cancer research to the development and implementation of effective interventions, and monitor and analysis of cancer trends in all segments of the population.",['T058'],['Cancer Control Science']
300,C0947630,Scientific Study,,['T062'],"['Study', 'Stdy', 'studies', 'scientific studies', 'study']"
300,C1516048,Assessed,"The final result of a determination of the value, significance, or extent of.",['T052'],"['Assessment', 'Assess', 'Assessed']"
300,C0033105,Statistical Prevalence,"The total number of cases of a given disease in a specified population at a designated time. It is differentiated from INCIDENCE, which refers to the number of new cases in the population at a given time.",['T081'],"['Prevalence', 'prevalence', 'Prevalences', 'statistical proportion']"
300,C0011847,Diabetes,,['T047'],['Diabetes']
300,C0362046,Prediabetes syndrome,"The time period before the development of symptomatic diabetes. For example, certain risk factors can be observed in subjects who subsequently develop INSULIN RESISTANCE as in type 2 diabetes (DIABETES MELLITUS, TYPE 2).",['T047'],"['Borderline Diabetes', 'Prediabetic States', 'pre-diabetic', 'pre-diabetes', 'pre diabetic']"
300,C1955832,Systematic Review,"A review of primary literature in health and health policy that attempts to identify, appraise, and synthesize all the empirical evidence that meets specified eligibility criteria to answer a given research question. Its conduct uses explicit methods aimed at minimizing bias in order to produce more reliable findings regarding the effects of interventions for prevention, treatment, and rehabilitation that can be used to inform decision making.",['T170'],"['reviews systematic', 'review systematic', 'Review, Systematic', 'systematic review']"
300,C0920317,Meta Analysis (statistical procedure),"A quantitative method of combining the results of independent studies (usually drawn from the published literature) and synthesizing summaries and conclusions which may be used to evaluate therapeutic effectiveness, plan new studies, etc., with application chiefly in the areas of research and medicine.",['T062'],"['Overview, Clinical Trial', 'Meta Analysis as Topic', 'Overviews, Clinical Trial', 'Clinical Trial Overviews', 'Data Pooling']"
300,C0750572,Estimated,To calculate approximately.,['T081'],"['Estimation', 'Estimated (qualifier value)', 'estimating', 'Estimate', 'Estimated']"
300,C0033105,Statistical Prevalence,"The total number of cases of a given disease in a specified population at a designated time. It is differentiated from INCIDENCE, which refers to the number of new cases in the population at a given time.",['T081'],"['Prevalence', 'prevalence', 'Prevalences', 'statistical proportion']"
300,C1408353,Undiagnosed,Refers to an underlying pathologic process that has not been identified.,['T033'],[]
300,C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",A type of diabetes mellitus that is characterized by insulin resistance or desensitization and increased blood glucose levels. This is a chronic disease that can develop gradually over the life of a patient and can be linked to both environmental factors and heredity.,['T047'],"['MATURITY-ONSET DIABETES', 'Diabetes mellitus type 2', 'type II diabetes mellitus', 'AODM', 'Diabetes, Maturity-Onset']"
300,C0205419,Variant,An alteration or difference from a norm or standard.,['T080'],"['Variant', 'Variation', 'variations', 'Variant (qualifier value)', 'Deviation']"
300,C0034036,Publications,"Copies of a work or document distributed to the public by sale, rental, lease, or lending. (From ALA Glossary of Library and Information Science, 1983, p181)","['T073', 'T170']","['Textual Matter', 'Printed material', 'Publications', 'publications', 'publication']"
301,C1706852,Article,Nonfictional prose forming an independent part of a publication.,['T170'],[]
301,C0179038,"Analyzer, device",Any device designed to perform an analysis.,['T073'],"['Analyzer', 'analyzers', 'Analyzers', 'Analyser', 'Analyzer, NOS']"
301,C3245505,Potential,The likelihood or possibility that a specific state or condition will exist or that an action will occur.,['T080'],"['ActMoodPotential', 'Potential', 'potentials', 'potential']"
302,C0002763,Central Nervous System Stimulants,"A loosely defined group of drugs that tend to increase behavioral alertness, agitation, or excitation. They work by a variety of mechanisms, but usually not by direct excitation of neurons. The many drugs that have such actions as side effects to their main therapeutic use are not included here.",['T121'],"['central nervous stimulants system', 'Central Nervous System Stimulants', 'Central Nervous System Stimulant', 'CNS STIMULANTS', 'cns stimulant']"
302,C0025611,methamphetamine,"A central nervous system stimulant and sympathomimetic with actions and uses similar to DEXTROAMPHETAMINE. The smokable form is a drug of abuse and is referred to as crank, crystal, crystal meth, ice, and speed.","['T109', 'T121', 'T131']","['cranks', 'meth', 'Methamphetamine-containing product', 'Desoxyephedrine', 'deoxyephedrine']"
302,C0442808,Increasing (qualifier value),,['T169'],"['increasing', 'Increasing (qualifier value)', 'Increasing']"
302,C0022065,Iran,"A country bordering the Gulf of Oman, the Persian Gulf, and the Caspian Sea, between Iraq and Pakistan. The capital is Tehran.",['T083'],"['Iran', 'Islamic Republic of Iran (geographic location)', 'Iran, Islamic Republic of', 'iran', 'Islamic Republic of Iran']"
302,C1516048,Assessed,"The final result of a determination of the value, significance, or extent of.",['T052'],"['Assessment', 'Assess', 'Assessed']"
302,C0242510,Drug usage,<p>Indication of drug use.</p>,['T048'],"['drug usage', 'Drug use', 'drug use']"
302,C0004927,Behavior,The observable response of a man or animal to a situation.,['T053'],"['conation', 'Behavior', 'behavioural response to stimulus', 'Behavior finding (finding)', 'Behavior, NOS']"
302,C0033105,Statistical Prevalence,"The total number of cases of a given disease in a specified population at a designated time. It is differentiated from INCIDENCE, which refers to the number of new cases in the population at a given time.",['T081'],"['Prevalence', 'prevalence', 'Prevalences', 'statistical proportion']"
